"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.58632,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-08",97.27864,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.38343,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.61703,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.98727,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.36816,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.85824,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.28473,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.32702,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.0873,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.85654,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.7406,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.58418,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.50855,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.56951,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.7179,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.93041,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.13787,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.3196,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.21918,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.96818,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.76468,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.85579,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.93578,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.66863,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.95313,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.45853,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.46085,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.72384,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.14862,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.70245,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.26241,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.63685,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.92582,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.95493,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.59999,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.14137,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.58348,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.0751,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",97.93023,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.1778,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.43803,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.86372,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.99801,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.1128,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.42251,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.81588,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.1982,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.3282,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4709,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.5775,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.7563,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.9361,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.1856,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4574,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.6832,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.9627,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.1456,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.204,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.1652,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.0908,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.0012,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.0262,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.1497,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.3381,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.7234,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.7633,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.6578,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.4276,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.2112,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.0733,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.8761,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.7237,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.508,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1753,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.7891,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.4411,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.2148,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.1125,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.0511,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.0793,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.0557,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.85077,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.48524,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.22021,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.00217,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",98.84309,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",98.76997,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-11",98.94559,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.12804,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.07031,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.60635,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",97.82383,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.25963,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.80032,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.75346,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.26293,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.0815,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.71334,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.56004,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.86686,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.37743,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.98576,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.3791,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.7718,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.5887,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.1907,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.5499,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.6485,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.6176,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-09",102.4471,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.8628,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.1496,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.5076,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.076,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-02",99.30874,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.82825,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.69128,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.03422,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-06",95.51979,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-07",95.07076,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-08",94.65569,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-09",94.20111,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-10",94.1216,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-11",94.317,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2022-12",94.75056,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-01",95.56025,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-02",96.24177,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-03",96.79473,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-04",97.27126,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.45316,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-06",97.52588,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-07",97.58981,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2023-08",97.7027,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-01",98.71481,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-02",98.84274,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-03",98.94667,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-04",99.0015,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-05",99.06841,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-06",99.24006,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-07",99.5737,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-08",99.91946,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-09",100.0523,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-10",99.79181,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-11",99.33486,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1989-12",98.93321,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-01",98.76749,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-02",98.76585,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-03",98.83049,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-04",98.89997,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-05",98.9453,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-06",98.93687,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-07",98.83562,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-08",98.63786,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-09",98.30645,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-10",97.79865,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-11",97.22738,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1990-12",96.74162,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-01",96.47013,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-02",96.37982,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-03",96.45808,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-04",96.71408,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-05",97.01144,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-06",97.18467,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-07",97.11423,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-08",96.92577,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-09",96.79339,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-10",96.8609,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-11",97.10701,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1991-12",97.52474,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-01",98.12231,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-02",98.75233,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.22668,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.39909,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.40318,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.39917,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-07",99.48876,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-08",99.63824,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-09",99.78313,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-10",99.87313,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.92143,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.95123,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.9838,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-02",100.0452,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-03",100.1782,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-04",100.4254,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-05",100.7407,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-06",101.0743,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-07",101.389,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-08",101.6587,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-09",101.8415,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-10",101.8967,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-11",101.8902,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1993-12",101.8983,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-01",101.9737,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-02",102.0974,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-03",102.2403,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-04",102.3778,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-05",102.484,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-06",102.5161,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-07",102.4292,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-08",102.2661,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-09",102.0655,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-10",101.8475,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-11",101.6361,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1994-12",101.462,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.3603,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-02",101.3292,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.388,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-04",101.563,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-05",101.7845,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-06",101.9667,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-07",102.0416,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-08",102.0312,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.9568,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.8332,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.727,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1995-12",101.7219,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-01",101.8674,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-02",102.0259,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-03",101.9983,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-04",101.637,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-05",101.1447,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.8001,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.8141,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-08",101.0399,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.2858,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.4179,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.4422,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.3721,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.2046,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-02",100.9896,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-03",100.7716,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-04",100.5777,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-05",100.4083,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-06",100.2661,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-07",100.1585,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-08",100.0743,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-09",100.0064,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-10",99.95078,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-11",99.88951,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1997-12",99.79358,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-01",99.63166,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-02",99.4134,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-03",99.14076,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-04",98.81585,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-05",98.503,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-06",98.30147,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-07",98.30614,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-08",98.45683,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-09",98.70767,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-10",99.05054,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-11",99.43823,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1998-12",99.83029,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.1939,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.5006,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.6942,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.7168,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.6463,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.5692,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-07",100.5454,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-08",100.5803,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-09",100.685,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-10",100.8777,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-11",101.1156,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.3452,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.5068,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.5485,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.3609,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-04",100.8335,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-05",100.1388,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-06",99.48677,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-07",99.04641,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-08",98.82425,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-09",98.8701,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-10",99.26437,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-11",99.83742,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2000-12",100.4108,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-01",100.8599,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.1762,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.3335,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-04",101.288,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-05",101.1363,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.9749,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.8658,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.8112,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.8146,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.8863,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.9917,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2001-12",101.0972,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.1818,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.249,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.3035,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.344,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.3699,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.373,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.3441,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.3022,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.2667,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-10",101.2427,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-11",101.1995,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2002-12",101.087,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.8708,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-02",100.6361,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-03",100.5087,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-04",100.5941,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.8096,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-06",101.0614,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-07",101.2933,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-08",101.4969,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-09",101.6708,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-10",101.8072,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-11",101.9075,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.9564,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.9296,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.8554,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.7597,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-04",101.6595,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.5778,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.5506,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.6151,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.7447,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.9169,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-10",102.1184,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-11",102.3057,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2004-12",102.4147,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-01",102.3834,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-02",102.2537,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-03",102.0613,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.8228,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.5876,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-06",101.4121,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-07",101.3327,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-08",101.2773,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-09",101.1456,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.8637,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.5164,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.2198,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.0597,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-02",99.97997,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-03",99.90948,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.80988,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.71363,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.68996,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.80757,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.0247,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.3021,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.6172,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.9167,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.1258,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.1726,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.1026,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.9509,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.7317,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.5085,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.3585,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.3408,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.3913,
